PROYECTO_ID,CONVOCATORIA_ID,ANO_CONVOCATORIA,DESC_CONVOCATORIA,CODIGO_PROYECTO,TITULO_PROYECTO,FECHA_REGISTRO,FECHA_APROBACION,ENTIDAD_EJECUTA,TIPO_FINANCIACION,DESC_FINANCIACION,COD_PROG_CTI,NME_PROG_CTI,COD_AREA_TEMATICA,AREA_TEMATICA,COD_AREA_CIENCIA,NME_AREA_CIENCIA,ESTADO_PROYECTO,COD_DANE_CIUDAD_ENTIDAD,NME_CIUDAD_ENTIDAD,COD_DANE_DEPTO_ENTIDAD,NME_DEPTO_ENTIDAD,COD_DANE_CIUDAD_PRY,NME_CIUDAD_PRY,COD_DANE_DEPTO_PRY,NME_DEPTO_PRY,TPO_PROYECTO,NME_TIPO_PROYECTO,MONTO_FINANCIADO_AP,MONTO_CONTRAPARTIDA_AP,MONTO_TOTAL_AP
54820,11324,2016,744 - CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD - 2016,130874455642,Asociacion entre la proteasa RgpA y la enzima asociada a procesos de citrulinacion PPAD de Porphyromonas gingivalis y su impacto en pacientes con artritis reumatoide.,24/05/2016,31/05/2017,No disponible,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11637,TRASTORNOS DEGENERATIVOS NEUROPATIAS Y AUTOINMUNES.,X,No disponible,CODIFICADO,00000,No disponible,00,No disponible,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,0,0,0
54671,11324,2016,744 - CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD - 2016,121974455231,Salud ambiental en 5 departamentos de la region central de Colombia carga de enfermedad y costos de la atencion en salud.,23/05/2016,31/03/2017,No disponible,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,CODIFICADO,00000,No disponible,00,No disponible,17001,MANIZALES,17,CALDAS,P,Proyecto,0,0,0
54840,11324,2016,744 - CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD - 2016,122874455684,EVALUACION DE LA TOXICIDAD in vitro DEL MATERIAL PARTICULADO Y EL EFECTO EN LA SALUD DE TRABAJADORES INFORMALES DEL CENTRO DE MEDELLIN,13/06/2016,31/03/2017,No disponible,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,CODIFICADO,00000,No disponible,00,No disponible,05001,MEDELLIN,05,ANTIOQUIA,P,Proyecto,0,0,0
54941,11324,2016,744 - CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD - 2016,111574455885,Determinacion de la carga atribuible de la enfermedad por contaminacion del aire urbano y sus costos economicos para la ciudad de Medellin 2010-2015,24/05/2016,31/03/2017,No disponible,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,CODIFICADO,00000,No disponible,00,No disponible,05001,MEDELLIN,05,ANTIOQUIA,P,Proyecto,0,0,0
54890,11324,2016,744 - CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD - 2016,121074455786,Biomarcadores genotoxicos in vitro para evaluar calidad y seguridad de material particulado total proveniente de diesel mezclado con alcoholes,13/06/2016,31/03/2017,No disponible,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,CODIFICADO,00000,No disponible,00,No disponible,05001,MEDELLIN,05,ANTIOQUIA,P,Proyecto,0,0,0
56761,11335,2017,995-2017 INVITACION A PRESENTAR PROPUESTAS PARA LA EJECUCION DE PROYECTOS DE IDi - FAC,643499556761,Diseno y construccion de un prototipo a escala real de un simulador de eyeccion para el entrenamiento de los pilotos y copilotos de los aviones de combate de la Fuerza Aerea Colombiana,14/03/2017,04/05/2017,ESCUELA MILITAR DE AVIACION MARCO FIDEL SUAREZ EMAVI,RC,RECUPERACION CONTINGENTE,156,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SEGURIDAD Y DEFENSA,X,No disponible,X,No disponible,APROBADO,76001,CALI,76,VALLE DEL CAUCA,25430,MADRID,25,CUNDINAMARCA,P,Proyecto,0,0,0
56752,11335,2017,995-2017 INVITACION A PRESENTAR PROPUESTAS PARA LA EJECUCION DE PROYECTOS DE IDi - FAC,605399556752,Uso de bioqueroseno como combustible en aeronaves de la FAC,10/03/2017,04/05/2017,ESCUELA DE SUBOFICIALES DE LA  FAC ESUFA,RC,RECUPERACION CONTINGENTE,156,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SEGURIDAD Y DEFENSA,X,No disponible,X,No disponible,APROBADO,25430,MADRID,25,CUNDINAMARCA,25430,MADRID,25,CUNDINAMARCA,P,Proyecto,0,0,0
56740,11335,2017,995-2017 INVITACION A PRESENTAR PROPUESTAS PARA LA EJECUCION DE PROYECTOS DE IDi - FAC,605399556740,Software para la deteccion de drones a traves de audio,09/03/2017,04/05/2017,ESCUELA DE SUBOFICIALES DE LA  FAC ESUFA,RC,RECUPERACION CONTINGENTE,156,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SEGURIDAD Y DEFENSA,X,No disponible,X,No disponible,APROBADO,25430,MADRID,25,CUNDINAMARCA,05615,RIONEGRO,05,ANTIOQUIA,P,Proyecto,0,0,0
56731,11335,2017,995-2017 INVITACION A PRESENTAR PROPUESTAS PARA LA EJECUCION DE PROYECTOS DE IDi - FAC,605399556731,Sistema de simulacion para escenarios militares.,09/03/2017,04/05/2017,ESCUELA DE SUBOFICIALES DE LA  FAC ESUFA,RC,RECUPERACION CONTINGENTE,156,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SEGURIDAD Y DEFENSA,X,No disponible,X,No disponible,APROBADO,25430,MADRID,25,CUNDINAMARCA,05615,RIONEGRO,05,ANTIOQUIA,P,Proyecto,0,0,0
56742,11335,2017,995-2017 INVITACION A PRESENTAR PROPUESTAS PARA LA EJECUCION DE PROYECTOS DE IDi - FAC,605399556742,Efecto de las maniobras de vuelo sobre la estructura de las aeronaves UH-60,09/03/2017,04/05/2017,ESCUELA DE SUBOFICIALES DE LA  FAC ESUFA,RC,RECUPERACION CONTINGENTE,156,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SEGURIDAD Y DEFENSA,X,No disponible,X,No disponible,APROBADO,25430,MADRID,25,CUNDINAMARCA,05615,RIONEGRO,05,ANTIOQUIA,P,Proyecto,0,0,0
56743,11335,2017,995-2017 INVITACION A PRESENTAR PROPUESTAS PARA LA EJECUCION DE PROYECTOS DE IDi - FAC,605399556743,Desarrollo de sistema electromecanico para el proceso de instalacion y trasporte de los misiles del equipo AH60L Arpia IV BLAK HAWK,09/03/2017,04/05/2017,ESCUELA DE SUBOFICIALES DE LA  FAC ESUFA,RC,RECUPERACION CONTINGENTE,156,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SEGURIDAD Y DEFENSA,X,No disponible,X,No disponible,APROBADO,25430,MADRID,25,CUNDINAMARCA,05615,RIONEGRO,05,ANTIOQUIA,P,Proyecto,0,0,0
56730,11335,2017,995-2017 INVITACION A PRESENTAR PROPUESTAS PARA LA EJECUCION DE PROYECTOS DE IDi - FAC,605999556730,Fatiga y propagacion de grietas en uniones adhesivas - Caso calima T90,09/03/2017,04/05/2017,FUERZA AEREA COLOMBIANA,RC,RECUPERACION CONTINGENTE,156,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SEGURIDAD Y DEFENSA,X,No disponible,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,0,0,0
56755,11335,2017,995-2017 INVITACION A PRESENTAR PROPUESTAS PARA LA EJECUCION DE PROYECTOS DE IDi - FAC,605999556755,DESARROLLO DE UN SISTEMA PARA TRANSMISION DE DATOS FISIOLOGICOS EMPLEANDO REDES MILITARES DE RADIOFRECUENCIA VHF/FM.,10/03/2017,04/05/2017,FUERZA AEREA COLOMBIANA,RC,RECUPERACION CONTINGENTE,156,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SEGURIDAD Y DEFENSA,X,No disponible,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,0,0,0
56715,11335,2017,995-2017 INVITACION A PRESENTAR PROPUESTAS PARA LA EJECUCION DE PROYECTOS DE IDi - FAC,605999556715,Impacto de las politicas de Seguridad Integral en el desarrollo y gestion del componente de investigacion del curriculo MADGSI,08/03/2017,04/05/2017,FUERZA AEREA COLOMBIANA,RC,RECUPERACION CONTINGENTE,156,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SEGURIDAD Y DEFENSA,X,No disponible,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,0,0,0
56714,11335,2017,995-2017 INVITACION A PRESENTAR PROPUESTAS PARA LA EJECUCION DE PROYECTOS DE IDi - FAC,605999556714,RESPUESTAS FISIOLOGICAS Y FUNCIONAMIENTO NEUROPSICOLOGICO EN TOMA DE DECISIONES DE OPERADORES DE AERONAVES REMOTAMENTE TRIPULADAS SCAN-EAGLE DE LA FUERZA AEREA COLOMBIANA,08/03/2017,04/05/2017,FUERZA AEREA COLOMBIANA,RC,RECUPERACION CONTINGENTE,156,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SEGURIDAD Y DEFENSA,X,No disponible,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,0,0,0
58287,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,110677758287,FACTORES DE RIESGO Y EXPLORACION GENETICA EN SUICIDIO EN LOS DEPARTAMENTOS DEL EJE CAFETERO Y NORTE/CENTRO DEL VALLE DEL CAUCA,31/05/2017,10/10/2017,UNIVERSIDAD DEL VALLE,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11398,SALUD MENTAL Y CONSTRUCCION DE PAZ,X,No disponible,APROBADO,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,334890746,201067707,535958453
57610,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,110677757610,Hormonas tiroideas en la gestante obesa y su uso como biomarcadores de salud materno fetal,16/05/2017,10/10/2017,UNIVERSIDAD DEL VALLE,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11396,SALUD MATERNA Y PERINATAL,X,No disponible,APROBADO,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,299999627,282575814,582575441
57782,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,110677757782,DESARROLLO DE UNA PLATAFORMA DIGITAL DE MONITOREO PARA LA PROMOCION EN SALUD Y PREVENCION DE ENFERMEDADES CARDIOVASCULARES FASE II,21/05/2017,10/10/2017,UNIVERSIDAD DEL VALLE,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11667,SISTEMAS Y SERVICIOS DE ATENCION EN SALUD.,X,No disponible,APROBADO,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,198752714,117660000,316412714
58446,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,656677758446,Descripcion de las reacciones de rechazo mediado por anticuerpos donante especificos en trasplante,03/06/2017,10/10/2017,FUNDACION CARDIOVASCULAR DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11664,CONDICIONES CRONICAS NO TRANSMISIBLES.,X,No disponible,APROBADO,68276,FLORIDABLANCA,68,SANTANDER,68547,PIEDECUESTA,68,SANTANDER,P,Proyecto,400000000,491773244,891773244
57697,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,651777757697,Terapia celular mas efectiva para la isquemia critica de miembros inferiores en pacientes diabeticos estudio piloto comparativo entre celulas mononucleares y celulas madre mesenquimales derivadas de medula osea.,18/05/2017,10/10/2017,FUNDACION OFTALMOLOGICA DE SANTANDER,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11664,CONDICIONES CRONICAS NO TRANSMISIBLES.,X,No disponible,APROBADO,68276,FLORIDABLANCA,68,SANTANDER,68276,FLORIDABLANCA,68,SANTANDER,P,Proyecto,376086705,368000349,744087054
58228,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,651777758228,IMPACTO DE LA TRANSICION EPIDEMIOLOGICA EN LOS FACTORES DE RIESGO Y DESENLACES CARDIOVASCULARES EN LA ULTIMA DECADA ESTUDIO PURE COLOMBIA,30/05/2017,12/03/2018,FUNDACION OFTALMOLOGICA DE SANTANDER,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11664,CONDICIONES CRONICAS NO TRANSMISIBLES.,X,No disponible,APROBADO,68276,FLORIDABLANCA,68,SANTANDER,68276,FLORIDABLANCA,68,SANTANDER,P,Proyecto,390945145,629650121,1020595266
57864,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,656677757864,Emprendimiento para la validacion sensorial funcional y de estabilidad de un prototipo de producto alimentario innovador para mejorar la funcion muscular respiratoria y periferica en humanos,23/05/2017,12/03/2018,FUNDACION CARDIOVASCULAR DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11664,CONDICIONES CRONICAS NO TRANSMISIBLES.,X,No disponible,APROBADO,68276,FLORIDABLANCA,68,SANTANDER,68276,FLORIDABLANCA,68,SANTANDER,P,Proyecto,371530473,283872277,655402750
58411,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,656677758411,Imagenologia de Infecciones de Enterobacterias In Vivo con Tomografia de Emision de Positrones y 18F-Fluorodeoxisorbitol,02/06/2017,10/10/2017,FUNDACION CARDIOVASCULAR DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11665,CONDICIONES TRANSMISIBLES E INFECCIOSAS.,X,No disponible,APROBADO,68276,FLORIDABLANCA,68,SANTANDER,68547,PIEDECUESTA,68,SANTANDER,P,Proyecto,400000000,699716530,1099716530
58319,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,656677758319,ENSAYO CLINICO MULTICENTRICO CONTROLADO ALEATORIZADO PARA EVALUAR LA EFICACIA Y SEGURIDAD DEL NUEVO DISPOSITIVO DE INVENCION DYNATRAQ PARA PREVENIR LAS COMPLICACIONES ASOCIADAS A LAS CANULAS DE TRAQUEOSTOMIA EN PACIENTES VENTILADOS MECANICAMENTE ESTUDIO DYNAtraq-2,01/06/2017,12/03/2018,FUNDACION CARDIOVASCULAR DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11665,CONDICIONES TRANSMISIBLES E INFECCIOSAS.,X,No disponible,APROBADO,68276,FLORIDABLANCA,68,SANTANDER,68276,FLORIDABLANCA,68,SANTANDER,P,Proyecto,511828817,1093030429,1604859246
58334,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,656677758334,ENSAYO CLINICO MULTICENTRICO CONTROLADO ALEATORIZADO PARAEVALUAR LA EFICACIA Y SEGURIDAD DEL NUEVO DISPOSITIVO DE INVENCION SUPRATUBEPARA PREVENIR LA NEUMONIA ASOCIADA A LA VENTILACION MECANICA PROYECTOSUPRA-NAV,01/06/2017,10/10/2017,FUNDACION CARDIOVASCULAR DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11665,CONDICIONES TRANSMISIBLES E INFECCIOSAS.,X,No disponible,APROBADO,68276,FLORIDABLANCA,68,SANTANDER,68276,FLORIDABLANCA,68,SANTANDER,P,Proyecto,596756643,763074324,1359830967
58044,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,656677758044,Programa de monitoreo y educacion para el seguimiento en casa de ninos con cardiopatias congenitas complejas.,26/05/2017,10/10/2017,FUNDACION CARDIOVASCULAR DE COLOMBIA,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11667,SISTEMAS Y SERVICIOS DE ATENCION EN SALUD.,X,No disponible,APROBADO,68276,FLORIDABLANCA,68,SANTANDER,68276,FLORIDABLANCA,68,SANTANDER,P,Proyecto,538739578,626174123,1163313701
56922,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,110277756922,IDENTIFICACION DE CLUSTERS DE CANCER INFANTIL Y ANALISIS DE SU RELACION CON EXPOSICION A FUENTES INDUSTRIALES DE CONTAMINACION ATMOSFERICA EN COLOMBIA,19/04/2017,10/10/2017,UNIVERSIDAD INDUSTRIAL DE SANTANDER,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,APROBADO,68001,BUCARAMANGA,68,SANTANDER,68001,BUCARAMANGA,68,SANTANDER,P,Proyecto,341326321,760465762,1087592083
57076,11340,2017,777-2017 CONVOCATORIA PARA PROYECTOS DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD 2017,129977757076,Desarrollo de un aptasensor electroquimico para la deteccion y cuantificacion de E. coli presente en matrices acuosas,02/05/2017,12/03/2018,UNIVERSIDAD DE SANTANDER,RC,RECUPERACION CONTINGENTE,154,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN SALUD,11395,SALUD AMBIENTAL,X,No disponible,APROBADO,68001,BUCARAMANGA,68,SANTANDER,68001,BUCARAMANGA,68,SANTANDER,P,Proyecto,399603826,1223208080,1622811906
